subject_id,session_id,task_id,run_id,aor,aqi,dummy_trs,dvars_nstd,dvars_std,dvars_vstd,efc,fber,fd_mean,fd_num,fd_perc,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,gcor,gsr_x,gsr_y,size_t,size_x,size_y,size_z,snr,spacing_tr,spacing_x,spacing_y,spacing_z,summary_bg_k,summary_bg_mad,summary_bg_mean,summary_bg_median,summary_bg_n,summary_bg_p05,summary_bg_p95,summary_bg_stdv,summary_fg_k,summary_fg_mad,summary_fg_mean,summary_fg_median,summary_fg_n,summary_fg_p05,summary_fg_p95,summary_fg_stdv,tsnr
001,T1,Mult,01,0.0060511504424778755,0.01568415221238938,1,37.60130436026787,1.2028457990178567,1.086909956517858,0.5602628204681672,2360.7109375,0.19214751387246798,30,26.548672566371682,2.935286707320713,2.9671796363636367,3.687720727272727,2.1509597583257754,0.00616644,-0.02034047059714794,0.04718958958983421,113,128,120,32,5.662536542239204,2.0,1.71875,1.71875,3.4800000190734863,40.62566455968452,3.608105182647705,44.408409118652344,22.07964515686035,275930.0,17.761062622070312,177.55752563476562,85.61875915527344,3.849903655028342,153.1147003173828,1099.7169189453125,1107.5487060546875,136879.0,803.5026245117188,1396.8345581054687,195.59161376953125,45.89751434326172
001,T1,Mult,02,0.0018837719298245615,0.012351858771929822,1,34.91775900876107,1.168004088938053,1.043203841681416,0.5599344439650958,2370.710205078125,0.10128349116743039,10,8.771929824561404,2.9156966550894805,2.9446283636363635,3.6599156363636363,2.142545965268442,0.00495396,-0.0203497763723135,0.04733075201511383,114,128,120,32,5.653004017418667,2.0,1.71875,1.71875,3.4800000190734863,39.44688134286185,3.4984219074249268,44.504520416259766,22.026315689086914,276105.0,17.912281036376953,179.84210205078125,85.58048248291016,3.8735258776194694,153.0330810546875,1102.0440673828125,1109.105224609375,136789.0,805.0263061523438,1400.74560546875,196.19677734375,50.53712844848633
001,T1,Num,01,0.006649642857142857,0.02714102946428571,0,41.00156852765765,1.1307550469369365,1.0249112320720715,0.5644708651786704,3105.56884765625,0.36293815430216586,55,49.107142857142854,2.938766638970433,2.9592552727272725,3.661538909090909,2.195505735093118,0.00993236,-0.02829371765255928,0.05834677442908287,112,128,120,32,5.795773867957706,2.0,1.71875,1.71875,3.4800000190734863,42.368744890754876,3.799168348312378,47.808570861816406,20.1875,273138.0,16.25,193.42366638183577,104.29349517822266,3.608108574688445,161.64328002929688,1158.4404296875,1157.1875,139331.0,880.3750610351562,1469.696533203125,199.65985107421875,37.466922760009766
001,T1,Num,02,0.015144285714285713,0.040233059821428566,0,46.79029468162163,1.1583203724324322,1.0711687662162162,0.5652395924997463,3086.3818359375,0.5375196045526068,65,58.035714285714285,2.9903619729581266,3.0076276363636363,3.744820363636364,2.2186379188743794,0.035036,-0.0282281544059515,0.05807950720191002,112,128,120,32,5.747624418836025,2.0,1.71875,1.71875,3.4800000190734863,43.99463228210675,3.785928249359131,47.8892936706543,20.25,272668.0,16.46428680419922,188.71117019653315,105.20755767822266,3.913518942550649,159.26046752929688,1156.0067138671875,1155.7679443359375,139899.0,877.2053833007812,1469.129577636719,201.08547973632812,30.14846420288086
001,T1,Rhyming,,0.01778271739130435,0.026168782065217392,0,41.0642207725683,1.2374412556830603,1.187309766502732,0.5589899164381354,3420.0048828125,0.38240250213134214,70,38.04347826086956,2.894574231441583,2.908730181818182,3.5765643636363635,2.198428148870204,0.0137525,-0.02751161903142929,0.059040460735559464,184,128,120,32,5.6863776938440385,2.0,1.71875,1.71875,3.4800000190734863,37.56449727366274,4.310827732086182,47.45643615722656,18.646739959716797,278122.0,14.59782600402832,197.9728240966797,102.1274642944336,3.385939390701445,164.2948455810547,1118.0159912109375,1120.6956787109375,135493.0,826.0337158203125,1410.6250244140624,197.08355712890625,35.242462158203125
001,T1,Sub,01,0.011786923076923077,0.025851166153846153,0,43.51523512578127,1.22772019015625,1.106201120625,0.5641752253523901,3047.7216796875,0.40264295206568596,37,56.92307692307692,2.9349927950330645,2.959185454545455,3.660928,2.184864930553738,0.00993311,-0.027390476316213608,0.05606531351804733,65,128,120,32,5.811202772079194,2.0,1.71875,1.71875,3.4800000190734863,44.95186973952219,3.99161958694458,46.8860969543457,20.384614944458008,272947.0,16.169231414794922,184.46769561767525,102.57660675048828,3.805337045106378,160.34925842285156,1157.14892578125,1156.6153564453125,139732.0,880.09228515625,1468.0992065429684,199.0312957763672,37.878597259521484
001,T1,Sub,02,0.009001441441441441,0.029463345045045043,0,44.527988954,1.1687048921818186,1.0566622446363634,0.5641758630798601,3096.40576171875,0.46553347083961627,75,67.56756756756756,2.949504921087416,2.976826181818182,3.6681483636363637,2.203540217807703,0.0137299,-0.02730410546064377,0.05662238597869873,111,128,120,32,5.805109661614388,2.0,1.71875,1.71875,3.4800000190734863,43.522467619257995,3.7265408039093018,47.095481872558594,20.2252254486084,272957.0,16.360361099243164,187.6054077148436,102.25154113769531,3.753136876030257,160.4149627685547,1157.26953125,1156.648681640625,139572.0,879.7693817138672,1469.2865234374995,199.24594116210938,35.850921630859375
001,T2,Mult,01,0.0011972222222222221,0.010914445092592593,0,31.59166184523365,1.1001622930841122,1.0036028596261681,0.5529462794932761,4389.8857421875,0.11290899871637802,17,15.74074074074074,2.9338645062057735,3.015784727272727,3.7490501818181814,2.036758609526412,0.00756434,-0.01572061888873577,0.05053254961967468,108,128,120,32,5.475606800688072,2.0,1.71875,1.71875,3.4800000190734863,47.46231747526198,4.207146167755127,44.91014099121094,17.341129302978516,276565.0,13.247957038879395,190.3097808837889,103.13473510742188,4.075036689749544,170.2767333984375,1170.3848876953125,1182.711669921875,136588.0,821.8256683349609,1464.06787109375,215.99566650390625,51.60224151611328
001,T2,Mult,02,0.0015715740740740738,0.01113643314814815,0,31.680466375514012,1.11161420364486,1.032890870280374,0.5515565650483308,4337.21923828125,0.10533960575229483,10,9.25925925925926,2.8947689722926513,2.973597090909091,3.699770181818182,2.0109396441506813,0.0043548,-0.01565418764948845,0.052116867154836655,108,128,120,32,5.639450317050656,2.0,1.71875,1.71875,3.4800000190734863,50.48426866446412,4.30874490737915,44.90825271606445,17.37150001525879,277957.0,13.32763252258301,185.88716735839847,102.24122619628906,3.98645016662213,167.4939727783203,1170.751220703125,1181.736572265625,135216.0,832.4383850097656,1459.2143859863281,209.5474090576172,52.66650390625
001,T2,Num,01,0.0014142056074766356,0.012688068878504672,0,30.85483556396227,1.101208646792453,1.021060631226415,0.5513964423094161,4062.50830078125,0.11971767278049705,12,11.214953271028037,2.8891679677173108,2.9200756363636367,3.7105978181818178,2.0368304486064774,0.00269769,-0.013893140479922295,0.047511518001556396,107,128,120,32,5.794340954115165,2.0,1.71875,1.71875,3.4800000190734863,43.56264884936133,4.195258140563965,42.354244232177734,16.857450485229492,278509.0,12.809741973876953,181.0621002197264,92.04374694824219,4.382328035040819,146.43809509277344,1094.4320068359375,1105.12646484375,134419.0,789.0094787597657,1366.2241943359375,190.72442626953125,50.957130432128906
001,T2,Num,02,0.004780280373831776,0.014006130467289718,0,32.12879922198112,1.1452085206603773,1.0656468361320757,0.5518094239901683,4082.205078125,0.17094577005488182,26,24.299065420560748,2.9263846210869886,2.9600465454545453,3.7487883636363635,2.0703189541700575,0.00481494,-0.014304772019386292,0.04834885895252228,107,128,120,32,5.659233569697873,2.0,1.71875,1.71875,3.4800000190734863,42.810955943106016,3.9977574348449707,42.759681701660156,16.771638870239258,278207.0,12.945839881896973,184.44388427734384,94.2853012084961,4.485278527886541,146.84454345703125,1091.1475830078125,1102.83349609375,135008.0,777.898226928711,1365.3905822753904,194.87257385253906,48.71922302246094
001,T2,Rhyming,,0.000979080459770115,0.01244858120689655,0,29.654064685722552,1.0847395379190745,1.0890102050289014,0.5474214869891817,4158.201171875,0.0889314644311247,7,4.022988505747127,2.895505203503564,2.9405265454545453,3.698164363636364,2.0478247014197826,0.00687601,-0.011646014638245106,0.05079269781708717,174,128,120,32,5.763059886288594,2.0,1.71875,1.71875,3.4800000190734863,41.63824490304231,4.009665489196777,42.42877197265625,16.484344482421875,280898.0,12.715482616424561,181.0951591491697,94.54297637939453,4.337777358731831,142.3372344970703,1089.5941162109375,1094.186767578125,132667.0,802.4496948242187,1379.9812988281249,189.8614044189453,51.56586456298828
001,T2,Sub,01,0.001344018691588785,0.014180578691588785,0,30.73849300132076,1.0784896312264152,1.0083635744339625,0.5500667273906025,4095.6455078125,0.10942790623289007,10,9.345794392523365,2.9160754765525354,2.956642909090909,3.7291927272727277,2.0623907932939707,0.00593548,-0.012401409447193146,0.04949095845222473,107,128,120,32,5.748373348202879,2.0,1.71875,1.71875,3.4800000190734863,41.274095855862996,3.630607843399048,42.37502670288086,16.43117904663086,279505.0,12.852654838562012,181.52214660644523,93.87181854248047,4.397597491678314,140.97756958007812,1075.669921875,1082.72265625,133810.0,783.1721862792969,1354.4583557128904,188.3521728515625,48.8173713684082
001,T2,Sub,02,0.0010461682242990653,0.01172708738317757,0,30.52986958396228,1.094445676698113,1.0262937231132074,0.5510678000865655,4143.1826171875,0.12067838126728063,16,14.953271028037383,2.910105826951287,2.9514763636363637,3.715461818181818,2.063379299035679,0.00482466,-0.013116974383592606,0.050396792590618134,107,128,120,32,5.654819242692169,2.0,1.71875,1.71875,3.4800000190734863,40.46532002936009,3.9643919467926025,43.29351806640625,16.601886749267578,278821.0,12.813831329345703,186.51060485839844,95.93382263183594,4.409408257188326,144.242431640625,1091.7607421875,1098.880615234375,134450.0,793.1309906005861,1381.9422668457028,194.32566833496094,52.18732833862305
